ArtistId,ArtistName,AlbumId,AlbumTitle,TrackId,TrackName,TrackUnitPrice,TrackBytes,GenreId,GenreName
142,The Rolling Stones,216,"Hot Rocks, 1964-1971 (Disc 1)",2668,As Tears Go By,0.99,5357350,1,Rock
142,The Rolling Stones,216,"Hot Rocks, 1964-1971 (Disc 1)",2669,Get Off Of My Cloud,0.99,5719514,1,Rock
142,The Rolling Stones,216,"Hot Rocks, 1964-1971 (Disc 1)",2670,Mother's Little Helper,0.99,5422434,1,Rock
142,The Rolling Stones,216,"Hot Rocks, 1964-1971 (Disc 1)",2671,19th Nervous Breakdown,0.99,7742984,1,Rock
142,The Rolling Stones,216,"Hot Rocks, 1964-1971 (Disc 1)",2672,Paint It Black,0.99,7442888,1,Rock
142,The Rolling Stones,216,"Hot Rocks, 1964-1971 (Disc 1)",2673,Under My Thumb,0.99,7371799,1,Rock
142,The Rolling Stones,216,"Hot Rocks, 1964-1971 (Disc 1)",2674,Ruby Tuesday,0.99,6433467,1,Rock
142,The Rolling Stones,216,"Hot Rocks, 1964-1971 (Disc 1)",2675,Let's Spend The Night Together,0.99,7137048,1,Rock
142,The Rolling Stones,217,No Security,2676,Intro,0.99,1618591,1,Rock
142,The Rolling Stones,217,No Security,2677,You Got Me Rocking,0.99,6734385,1,Rock
142,The Rolling Stones,217,No Security,2678,Gimmie Shelters,0.99,12528764,1,Rock
142,The Rolling Stones,217,No Security,2679,Flip The Switch,0.99,8336591,1,Rock
142,The Rolling Stones,217,No Security,2680,Memory Motel,0.99,11982431,1,Rock
142,The Rolling Stones,217,No Security,2681,Corinna,0.99,8449471,1,Rock
142,The Rolling Stones,217,No Security,2682,Saint Of Me,0.99,10725160,1,Rock
142,The Rolling Stones,217,No Security,2683,Wainting On A Friend,0.99,9978046,1,Rock
142,The Rolling Stones,217,No Security,2684,Sister Morphine,0.99,12345289,1,Rock
142,The Rolling Stones,217,No Security,2685,Live With Me,0.99,7709006,1,Rock
142,The Rolling Stones,217,No Security,2686,Respectable,0.99,7099669,1,Rock
142,The Rolling Stones,217,No Security,2687,Thief In The Night,0.99,10952756,1,Rock
142,The Rolling Stones,217,No Security,2688,The Last Time,0.99,9498758,1,Rock
142,The Rolling Stones,218,Voodoo Lounge,2691,You Got Me Rocking,0.99,7162159,1,Rock
142,The Rolling Stones,218,Voodoo Lounge,2692,Sparks Will Fly,0.99,6492847,1,Rock
142,The Rolling Stones,218,Voodoo Lounge,2693,The Worst,0.99,4750094,1,Rock
142,The Rolling Stones,218,Voodoo Lounge,2694,New Faces,0.99,5689122,1,Rock
142,The Rolling Stones,218,Voodoo Lounge,2695,Moon Is Up,0.99,7366316,1,Rock
142,The Rolling Stones,218,Voodoo Lounge,2696,Out Of Tears,0.99,10677236,1,Rock
142,The Rolling Stones,218,Voodoo Lounge,2697,I Go Wild,0.99,8630833,1,Rock
142,The Rolling Stones,218,Voodoo Lounge,2698,Brand New Car,0.99,8459344,1,Rock
